Company,Customer ID,Cliente,Pagador,Application ID,Loan ID,Product Type,Disbursement Date,TPV,Disbursement Amount,Origination Fee,Origination Fee Taxes,Loan Currency,Interest Rate APR,Term,Term Unit,Payment Frequency,Days in Default,Loan Status,Outstanding Loan Value,Pledge To,Pledge Date,Other,New Loan ID,New Loan Date,Old Loan ID,Recovery Date,Recovery Value,delinquency_bucket,risk_score,advance_rate
Abaco Financial,CLIAB001484,"EMPRESA EJEMPLO 485, S.A. DE C.V.","PAGADOR EJEMPLO 485, S.A. DE C.V.",DSB1023-180,DSB1023-180,factoring,2025-04-24,80031.03,67941.39,2038.24,264.97,USD,0.2049,120,days,bullet,0,Current,28306.71,,,,,,,,,current,0.14676,0.8489380931371244
Abaco Financial,CLIAB001485,"EMPRESA EJEMPLO 486, S.A. DE C.V.","PAGADOR EJEMPLO 486, S.A. DE C.V.",DSB4659-334,DSB4659-334,factoring,2025-01-25,30945.42,29283.84,878.52,114.21,USD,0.3523,60,days,bullet,0,Complete,4794.23,,,,,,,,,current,0.16192,0.94630610927239
Abaco Technologies,CLIAB001486,"EMPRESA EJEMPLO 487, S.A. DE C.V.","PAGADOR EJEMPLO 487, S.A. DE C.V.",DSB6423-492,DSB6423-492,factoring,2025-07-20,9190.95,8020.76,240.62,31.28,USD,0.3267,180,days,bullet,0,Complete,2790.59,,,,,,,,,current,0.14368,0.8726801908399022
Abaco Financial,CLIAB001487,"EMPRESA EJEMPLO 488, S.A. DE C.V.","PAGADOR EJEMPLO 488, S.A. DE C.V.",DSB7390-957,DSB7390-957,factoring,2024-12-22,31857.29,25500.84,765.03,99.45,USD,0.272,30,days,bullet,0,Default,12606.18,,,,,,,,,current,0.4502,0.8004711009630763
Abaco Financial,CLIAB001488,"EMPRESA EJEMPLO 489, S.A. DE C.V.","PAGADOR EJEMPLO 489, S.A. DE C.V.",DSB6451-612,DSB6451-612,factoring,2025-08-30,71803.46,60479.18,1814.38,235.87,USD,0.2646,180,days,bullet,0,Current,71212.72,,,,,,,,,current,0.20264,0.842287822898785
Abaco Technologies,CLIAB001489,"EMPRESA EJEMPLO 490, S.A. DE C.V.","PAGADOR EJEMPLO 490, S.A. DE C.V.",DSB6549-367,DSB6549-367,factoring,2025-04-19,66755.97,55399.9,1662.0,216.06,USD,0.2845,180,days,bullet,30,Complete,24797.66,,,,,,,,,early_delinquent,0.24106666666666665,0.8298868251034327
Abaco Financial,CLIAB001490,"EMPRESA EJEMPLO 491, S.A. DE C.V.","PAGADOR EJEMPLO 491, S.A. DE C.V.",DSB3423-234,DSB3423-234,factoring,2025-02-22,20321.49,17748.97,532.47,69.22,USD,0.314,120,days,bullet,0,Complete,7344.26,,,,,,,,,current,0.15480000000000002,0.8734088888167157
Abaco Technologies,CLIAB001491,"EMPRESA EJEMPLO 492, S.A. DE C.V.","PAGADOR EJEMPLO 492, S.A. DE C.V.",DSB5829-150,DSB5829-150,factoring,2025-02-07,86119.67,74150.82,2224.52,289.19,USD,0.3246,90,days,bullet,0,Current,16915.56,,,,,,,,,current,0.17944000000000002,0.8610207168699091
Abaco Technologies,CLIAB001492,"EMPRESA EJEMPLO 493, S.A. DE C.V.","PAGADOR EJEMPLO 493, S.A. DE C.V.",DSB1224-618,DSB1224-618,factoring,2024-11-09,95193.04,78660.27,2359.81,306.78,USD,0.3341,120,days,bullet,0,Current,21877.9,,,,,,,,,current,0.19064,0.8263237522407101
Abaco Financial,CLIAB001493,"EMPRESA EJEMPLO 494, S.A. DE C.V.","PAGADOR EJEMPLO 494, S.A. DE C.V.",DSB3653-820,DSB3653-820,factoring,2024-10-31,55713.56,47681.12,1430.43,185.96,USD,0.2199,120,days,bullet,0,Complete,27342.27,,,,,,,,,current,0.15196,0.8558261220428205
Abaco Financial,CLIAB001494,"EMPRESA EJEMPLO 495, S.A. DE C.V.","PAGADOR EJEMPLO 495, S.A. DE C.V.",DSB4072-384,DSB4072-384,factoring,2025-06-13,41249.12,38587.67,1157.63,150.49,USD,0.3818,30,days,bullet,0,Current,38728.59,,,,,,,,,current,0.23232,0.9354786235439688
Abaco Technologies,CLIAB001495,"EMPRESA EJEMPLO 496, S.A. DE C.V.","PAGADOR EJEMPLO 496, S.A. DE C.V.",DSB3274-451,DSB3274-451,factoring,2024-11-05,89504.54,76134.53,2284.04,296.92,USD,0.3613,180,days,bullet,0,Current,19736.13,,,,,,,,,current,0.19912000000000002,0.8506219907951038
Abaco Technologies,CLIAB001496,"EMPRESA EJEMPLO 497, S.A. DE C.V.","PAGADOR EJEMPLO 497, S.A. DE C.V.",DSB3842-440,DSB3842-440,factoring,2025-06-14,22602.55,21045.47,631.36,82.08,USD,0.2972,120,days,bullet,0,Complete,17914.66,,,,,,,,,current,0.16988000000000003,0.9311104278057123
Abaco Financial,CLIAB001497,"EMPRESA EJEMPLO 498, S.A. DE C.V.","PAGADOR EJEMPLO 498, S.A. DE C.V.",DSB6146-206,DSB6146-206,factoring,2025-08-24,63105.56,57586.34,1727.59,224.59,USD,0.2163,30,days,bullet,0,Current,30677.54,,,,,,,,,current,0.15432,0.9125398776272645
Abaco Financial,CLIAB001498,"EMPRESA EJEMPLO 499, S.A. DE C.V.","PAGADOR EJEMPLO 499, S.A. DE C.V.",DSB5951-064,DSB5951-064,factoring,2024-11-19,92153.23,74276.32,2228.29,289.68,USD,0.3025,90,days,bullet,0,Complete,43134.07,,,,,,,,,current,0.2024,0.8060088615450594
Abaco Financial,CLIAB001499,"EMPRESA EJEMPLO 500, S.A. DE C.V.","PAGADOR EJEMPLO 500, S.A. DE C.V.",DSB2460-312,DSB2460-312,factoring,2025-09-22,47163.64,43111.64,1293.35,168.14,USD,0.3038,60,days,bullet,0,Complete,44106.12,,,,,,,,,current,0.20492000000000002,0.9140863597466183
